,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
Adrian Peterson,,257.9,269.5,332.9,277.9,206.9,349.40000000000003,238.70000000000002,11.3,266.7,11.0,82.9,193.0,151.0,124.5,26.6,
Dameon Pierce,,170.4,,,,,,,,,,,,,,,
Tony Pollard,,89.2,120.8,156.60000000000002,248.79999999999998,,,,,,,,,,,,
Bilal Powell,,,3.8000000000000003,98.7,140.10000000000002,40.300000000000004,135.10000000000002,199.0,147.2,62.300000000000004,33.2,,,,,,
C.J. Prosise,,61.0,17.0,4.9,30.8,14.7,,,,,,,,,,,
Bobby Rainey,,,,,,112.19999999999999,117.1,6.3999999999999995,41.599999999999994,7.0,,,,,,,
Thomas Rawls,,129.6,75.5,34.1,0.0,,,,,,,,,,,,
Craig Reynolds,,,0.0,1.7000000000000002,35.2,30.800000000000004,,,,,,,,,,,
Jalen Richard,,,115.5,92.1,160.6,82.80000000000001,51.099999999999994,23.2,,,,,,,,,
Theo Riddick,,15.1,94.69999999999999,181.0,161.8,156.0,116.5,,10.700000000000001,,,,,,,,
Stevan Ridley,,54.4,209.4,135.5,52.0,12.8,0.7000000000000001,16.8,18.8,,,,,,,,
Aaron Ripkowski,,,2.8,46.6,12.200000000000001,,,,,,,,,,,,
Ronnie Rivers,,,10.0,,,,,,,,,,,,,,
James Robinson,,250.4,177.9,88.6,,,,,,,,,,,,,
Brian Robinson Jr.,,,112.7,,,,,,,,,,,,,,
Jacquizz Rodgers,72.3,141.4,143.3,80.0,6.1000000000000005,90.8,46.8,85.0,,,,,,,,,
Larry Rountree,,15.600000000000001,5.300000000000001,,,,,,,,,,,,,,
Miles Sanders,,218.70000000000002,170.4,117.2,220.70000000000002,,,,,,,,,,,,
Boston Scott,,,0.0,98.9,95.6,100.60000000000001,46.2,,,,,,,,,,
Trey Sermon,,28.299999999999997,1.9000000000000001,,,,,,,,,,,,,,
Anthony Sherman,,,15.5,8.9,39.8,23.900000000000002,7.4,5.1,20.7,23.8,5.1000000000000005,8.3,,,,,
Charles Sims,,,,62.5,184.0,69.9,75.4,,,,,,,,,,
Devin Singletary,,149.9,145.60000000000002,197.8,183.9,,,,,,,,,,,,
Wendell Smallwood,,48.7,46.7,117.4,23.5,0.0,8.7,,,,,,,,,,
Rod Smith,,,2.1,1.4,92.4,33.7,0.0,,,,,,,,,,
De'Veon Smith,,,5.7,,,,,,,,,,,,,,
Benny Snell Jr.,59.900000000000006,76.9,13.100000000000001,18.7,,,,,,,,,,,,,
Isaiah Spiller,8.4,,,,,,,,,,,,,,,,
C.J. Spiller,,,74.0,158.0,261.3,156.8,67.5,81.10000000000001,18.8,0.0,,,,,,,
Darren Sproles,,9.0,,41.5,132.2,171.0,149.7,271.3,214.1,177.4,147.60000000000002,149.5,162.5,20.400000000000002,61.0,15.0,
Rhamondre Stevenson,,,116.89999999999999,251.1,,,,,,,,,,,,,
Jonathan Stewart,156.3,211.20000000000002,113.3,194.40000000000003,78.30000000000001,29.4,148.0,166.8,150.4,123.2,1.7000000000000002,,,,,,
Pierre Strong,,,,27.2,,,,,,,,,,,,,
D'Andre Swift,193.8,210.9,189.10000000000002,,,,,,,,,,,,,,
Jonathan Taylor,254.8,377.1,152.4,,,,,,,,,,,,,,
J.J. Taylor,,12.4,20.5,2.7,,,,,,,,,,,,,
Patrick Taylor,,,17.2,5.800000000000001,,,,,,,,,,,,,
De'Anthony Thomas,55.900000000000006,46.4,13.4,40.7,12.5,2.1,,,,,,,,,,,
Chris Thompson,,,0.0,15.899999999999999,92.6,149.5,155.4,91.6,93.60000000000001,42.6,,,,,,,
Mike Tolbert,,,39.8,75.0,186.1,206.3,114.1,123.5,29.1,83.0,34.599999999999994,52.5,,,,,
Fitzgerald Toussaint,,,,6.9,4.2,12.100000000000001,5.4,,,,,,,,,,
Robert Turbin,,,72.5,40.400000000000006,77.6,35.2,108.30000000000001,25.900000000000002,2.3,0.0,,,,,,,
Ke'Shawn Vaughn,,,25.299999999999997,36.6,10.200000000000001,,,,,,,,,,,,
Shane Vereen,,11.7,72.0,134.5,165.8,158.4,42.2,83.7,,,,,,,,,
Kenneth Walker III,,202.5,,,,,,,,,,,,,,,
Terron Ward,,,31.8,17.200000000000003,17.3,,,,,,,,,,,,
Jaylen Warren,,,,93.30000000000001,,,,,,,,,,,,,
Dwayne Washington,,48.7,7.800000000000001,15.4,7.6,1.5,4.800000000000001,5.5,,,,,,,,,
DeAndre Washington,,,87.2,87.0,13.4,121.9,17.1,,,,,,,,,,
Terrell Watson,,,10.3,0.8,,,,,,,,,,,,,
Derek Watt,,,,12.700000000000001,7.9,2.3,13.2,0.0,4.6,20.2,,,,,,,
Charcandrick West,,,0.0,134.8,94.1,73.2,11.600000000000001,,,,,,,,,,
Terrance West,,,114.69999999999999,29.200000000000003,171.0,30.1,,,,,,,,,,,
Rachaad White,,,145.1,,,,,,,,,,,,,,
Zamir White,,,7.0,,,,,,,,,,,,,,
James White,,11.100000000000001,122.6,161.7,134.0,276.6,200.2,116.6,31.2,,,,,,,,
Fozzy Whittaker,,,,56.4,37.5,35.2,74.1,17.5,,,,,,,,,
Jordan Wilkins,,,,64.1,54.0,59.3,0.0,14.700000000000001,,,,,,,,,
Javonte Williams,206.9,44.0,,,,,,,,,,,,,,,
Avery Williams,,,0.0,36.0,,,,,,,,,,,,,
Jamaal Williams,,142.8,112.4,146.3,123.1,119.8,227.90000000000003,,,,,,,,,,
Kyren Williams,,30.5,,,,,,,,,,,,,,,
Jonathan Williams,,16.4,,1.1,40.4,6.6,20.700000000000003,26.200000000000003,,,,,,,,,
Darrel Williams,,,16.1,69.8,52.5,196.0,21.1,,,,,,,,,,
Trayveon Williams,,0.0,23.700000000000003,6.5,8.0,,,,,,,,,,,,
Ty'Son Williams,,,,,41.9,1.5,,,,,,,,,,,
Damien Williams,,57.900000000000006,47.1,95.4,59.6,100.6,143.10000000000002,,60.7,0.2,,,,,,,
Kerwynn Williams,,0.0,27.700000000000003,23.800000000000004,29.300000000000004,67.9,,,,,,,,,,,
Andre Williams,,145.10000000000002,33.400000000000006,8.700000000000001,2.5,,,,,,,,,,,,
Jeff Wilson,,,48.400000000000006,46.9,146.3,51.50000000000001,162.5,,,,,,,,,,
Danny Woodhead,,,,23.1,162.60000000000002,74.80000000000001,156.7,227.4,12.200000000000001,243.1,27.1,58.6,,,,,
T.J. Yeldon,,155.9,139.7,89.7,175.10000000000002,31.7,16.2,,,,,,,,,,
Zach Zenner,,,,9.1,95.0,8.6,57.1,3.7,,,,,,,,,
