,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
Aaron Rodgers,,1.3000000000000003,2.9400000000000004,17.62,348.21999999999997,404.96000000000004,362.48,487.42,428.6,203.44,432.14,363.24,464.02,163.6,362.58,332.38000000000005,483.26000000000005,407.3,295.2,,,,,,
Ben Roethlisberger,,205.24,204.3,224.32,328.55999999999995,226.44,325.32,249.6,268.08000000000004,279.8,326.84,374.18000000000006,254.11999999999998,308.15999999999997,314.73999999999995,405.85999999999996,12.740000000000002,331.22,268.1,,,,,,
Tony Romo,,,,0.0,-0.2,214.32,371.34,270.02000000000004,333.82,121.1,343.96000000000004,337.92,322.92,340.30000000000007,52.66,7.16,,,,,,,,,
Sage Rosenfels,,,,-0.9,7.9,10.560000000000002,37.980000000000004,27.1,144.46,76.94000000000001,,-0.30000000000000004,,,,,,,,,,,,,
Jake Rudock,,,,-1.04,,,,,,,,,,,,,,,,,,,,,
Cooper Rush,,,,1.3800000000000001,0.0,0.0,,32.08,66.63999999999999,,,,,,,,,,,,,,,,
JaMarcus Russell,,19.32,177.62,51.88,,,,,,,,,,,,,,,,,,,,,
Matt Ryan,,,228.0,231.54,310.40000000000003,337.48,372.86,308.1,342.26,283.94,423.46,274.1,430.96000000000004,327.34,338.44,268.92,193.28,,,,,,,,
Brett Rypien,,,,15.3,0.0,24.02,,,,,,,,,,,,,,,,,,,
Mark Sanchez,,,158.35999999999999,236.14000000000001,305.26000000000005,160.12,,173.42,42.84,-0.48,,0.3200000000000003,,,,,,,,,,,,,
Tom Savage,,,,2.48,,19.64,74.68,,,,,,,,,,,,,,,,,,
Matt Schaub,,,13.800000000000002,51.4,12.42,130.83999999999997,210.52,340.5,297.6,190.06,267.82,126.80000000000001,-1.7199999999999998,32.6,0.44,,1.1,38.900000000000006,-0.4,,,,,,
Trevor Siemian,,,,-0.1,229.73999999999998,154.1,,0.12,,114.16,12.16,,,,,,,,,,,,,,
John Skelton,,39.38,127.31999999999998,39.78,,,,,,,,,,,,,,,,,,,,,
Geno Smith,,,226.74,182.8,24.0,9.94,15.68,0.52,,1.12,66.28,371.88,,,,,,,,,,,,,
Alex Smith,29.3,206.3,49.46,,183.5,164.8,247.66,150.68,306.21999999999997,258.0,307.24,258.78000000000003,349.18,160.0,,83.58,,,,,,,,,
Brad Smith,,,25.400000000000002,81.0,30.42,41.08,50.54,65.7,56.800000000000004,4.9,2.1,,,,,,,,,,,,,,
Rusty Smith,,,0.0,,1.36,,,,,,,,,,,,,,,,,,,,
Troy Smith,,,41.48,16.28,8.06,87.13999999999999,,,,,,,,,,,,,,,,,,,
Jim Sorgi,,,,18.5,33.86000000000001,0.0,10.88,7.92,0.0,,,,,,,,,,,,,,,,
Matthew Stafford,151.48000000000002,62.50000000000001,423.32,322.58,340.9,299.58,358.78000000000003,329.78000000000003,341.64000000000004,262.18000000000006,210.56,310.56,411.74,134.38000000000002,,,,,,,,,,,
Drew Stanton,,,,12.76,7.66,66.5,,,,106.74,-1.1399999999999997,13.379999999999999,62.459999999999994,,,,,,,,,,,,
Jarrett Stidham,,,-1.6400000000000001,16.94,,52.64,,,,,,,,,,,,,,,,,,,
Chris Streveler,,,,,9.7,2.04,9.0,,,,,,,,,,,,,,,,,,
Nate Sudfeld,,,,7.5600000000000005,6.68,,0.4800000000000002,,-0.4,,,,,,,,,,,,,,,,
Tua Tagovailoa,,157.46,212.92000000000002,282.92,,,,,,,,,,,,,,,,,,,,,
Ryan Tannehill,,,,210.85999999999999,296.32,337.5,310.32,232.20000000000002,,184.96,272.18,406.36,316.36,189.24,,,,,,,,,,,
Tyrod Taylor,,0.9199999999999999,18.46,6.08,-0.30000000000000004,311.59999999999997,304.92,254.66000000000003,45.42,8.02,9.02,91.74000000000001,13.32,,,,,,,,,,,,
Tim Tebow,,,108.86,231.16,11.760000000000002,,,,,,,,,,,,,,,,,,,,
Vinny Testaverde,,,,72.24000000000001,157.39999999999998,215.22,214.01999999999998,107.86000000000001,185.86,145.28,178.7,217.22,357.88000000000005,211.24,306.64,7.84,228.47999999999996,174.57999999999998,34.26,95.10000000000001,213.07999999999998,37.48,6.36,58.28,
Tyler Thigpen,,,-0.3599999999999999,255.62,5.62,32.7,-0.19999999999999996,1.0999999999999999,,,,,,,,,,,,,,,,,
Skylar Thompson,,,,,23.46,,,,,,,,,,,,,,,,,,,,
Scott Tolzien,,,,,,36.18,,-0.14000000000000004,10.940000000000001,1.3200000000000003,,,,,,,,,,,,,,,
Kyle Trask,,,,0.92,,,,,,,,,,,,,,,,,,,,,
Mitchell Trubisky,,,152.52,309.02000000000004,238.82,187.7,8.120000000000001,79.88,,,,,,,,,,,,,,,,,
Michael Vick,72.30000000000001,324.74,72.9,260.71999999999997,255.78000000000003,309.96000000000004,,,30.939999999999998,356.32000000000005,277.02,185.68,115.0,53.459999999999994,34.74,,,,,,,,,,
Billy Volek,,,,,0.0,,50.199999999999996,199.44,39.26,-0.14000000000000004,-2.46,,12.34,-0.18,-0.5,,,,,,,,,,
P.J. Walker,,,,,10.52,15.780000000000001,45.14,,,,,,,,,,,,,,,,,,
Seneca Wallace,,,,,10.42,83.28,27.0,129.08,53.1,50.56,40.78,,3.5600000000000005,,,,,,,,,,,,
Andrew Walter,,,,62.08,1.52,4.0600000000000005,,,,,,,,,,,,,,,,,,,
Kurt Warner,,,,,,,1.56,409.32,228.85999999999996,371.20000000000005,56.540000000000006,18.6,119.16,160.32,81.38,272.18,335.12,279.12,,,,,,,
Deshaun Watson,,204.86,389.70000000000005,376.98,439.32000000000005,,99.58,,,,,,,,,,,,,,,,,,
Davis Webb,,,,,,-0.30000000000000004,22.82,,,,,,,,,,,,,,,,,,
